TWT,greedy twt,TT,greedy TT,tardy jobs,greed tardy jobs,Total weighted earliness,Total weighted earliness greedy,number of early jobs,number of early jobs greedy,total earliness,total earliness greedy
13285,14378,1974,2166,39,42,877,577,11,8,124,98
16151,18412,2191,2472,40,44,889,534,10,6,161,83
14098,18492,2063,2716,43,45,957,336,7,5,144,52
16474,20102,2411,2869,42,43,674,645,8,7,132,101
13640,15577,2007,2345,41,43,1077,841,9,7,156,122
11766,14555,1616,1991,39,43,1118,857,11,7,187,158
22714,30607,2137,2896,40,42,1245,737,10,8,150,86
22826,31254,2511,3504,40,45,1917,599,10,5,178,95
23094,32012,2309,3121,41,43,722,321,9,7,100,48
22712,30397,2522,3313,41,44,1291,1072,9,6,151,145
19861,27619,2090,2911,41,42,862,843,9,8,134,115
21751,37543,2230,3868,40,46,951,563,10,4,83,63
27212,31177,2875,3080,39,43,1028,577,11,7,170,107
20622,23691,2301,2631,41,45,1169,525,9,5,180,78
22643,29708,2408,3138,43,42,938,930,7,8,118,113
24308,34283,2274,3386,42,48,682,406,8,2,77,35
29709,32791,3985,4419,43,45,302,155,7,5,48,34
24381,26810,3552,3990,42,47,561,357,8,3,93,50
31823,38788,4099,4965,45,46,447,412,5,4,60,52
28482,33946,3922,4674,46,48,170,126,4,2,20,14
21619,21619,3220,3220,46,46,290,290,4,4,62,62
30426,30731,4303,4314,45,44,305,463,5,6,42,65
27529,30061,4041,4383,44,45,265,572,6,5,43,83
27992,29450,4166,4342,47,47,229,140,3,3,37,17
24849,27818,3551,4040,43,47,495,152,7,3,87,27
21467,23963,3326,3643,44,46,574,229,6,4,67,35
39489,66391,4038,6710,47,47,315,72,3,3,30,9
40495,51793,4039,5397,46,47,78,199,4,3,10,22
40519,59785,4144,6097,46,47,178,258,4,3,38,40
33574,51819,4149,6092,46,47,142,87,4,3,20,17
45746,53141,4940,5928,47,48,570,392,3,2,59,43
27703,46945,3083,5285,42,48,698,213,8,2,75,18
33027,54112,3621,5976,45,48,403,202,5,2,65,26
38351,50183,4181,5021,47,47,275,151,3,3,44,22
41552,64175,4253,6347,45,47,661,233,5,3,64,34
30741,53265,3475,5966,44,47,456,299,6,3,84,40
26485,28075,4052,4177,44,44,669,581,6,6,92,76
24041,29452,3432,4149,43,42,654,712,7,8,100,113
24212,24418,3607,3633,44,46,911,831,6,4,95,94
25609,26525,3553,3676,43,45,384,447,7,5,64,69
26758,31990,3619,4461,41,45,520,433,9,5,73,56
28345,31247,3869,4258,44,46,563,393,6,4,88,54
24545,25622,3307,3470,42,43,933,352,8,7,159,61
24620,25368,3279,3346,45,42,838,560,5,8,108,75
21811,30252,2887,4073,43,47,459,451,7,3,79,71
26056,33148,3710,4718,45,46,406,559,5,4,72,86
25386,43522,2778,5024,41,45,1748,836,9,5,207,129
35094,50428,4000,5792,41,48,858,196,9,2,109,28
34647,52331,3807,5554,44,46,621,396,6,4,71,47
31609,51443,3054,5519,45,47,928,787,5,3,95,72
27319,47703,2950,5276,43,46,1240,606,7,4,115,67
32804,51220,3558,5622,44,44,724,607,6,6,71,72
36626,49558,4134,5515,45,47,723,556,5,3,64,56
35703,41544,3772,4646,42,45,1221,903,8,5,184,126
42082,42606,4589,4659,45,45,802,802,5,5,95,95
32914,54726,3365,5675,35,45,1693,620,15,5,170,62
17530,23365,2413,3272,42,48,422,182,8,2,53,19
12828,17938,1902,2680,41,46,882,181,9,4,132,28
17581,18023,2424,2478,43,41,618,517,7,9,84,70
17881,22624,2423,3016,42,45,722,461,8,5,85,75
13835,16223,2135,2537,44,45,240,420,6,5,40,59
19050,24896,2552,3322,47,48,360,162,3,2,40,18
14494,16300,2062,2333,42,44,442,439,8,6,86,75
16826,22860,2282,3170,42,46,530,272,8,4,84,42
18518,20479,2623,2866,46,45,321,144,4,5,47,19
17013,22874,2410,3173,42,48,540,80,8,2,64,14
23473,26822,2468,2891,42,46,729,331,8,4,92,38
29000,30238,3032,3095,45,41,319,614,5,9,52,90
24671,31340,2691,3614,39,44,833,591,11,6,106,67
21645,28087,2563,3306,43,47,699,270,7,3,79,38
27479,47694,2659,4604,44,46,555,359,6,4,61,52
22930,41437,2325,4230,43,47,598,195,7,3,60,22
28338,40954,2815,4028,43,47,593,188,7,3,72,17
20717,31086,2100,3286,44,47,239,167,6,3,30,19
23693,31416,2464,3492,41,46,443,504,9,4,59,56
24867,44591,2630,4718,41,47,441,260,9,3,68,26
17062,21886,2193,2841,39,45,1381,1042,11,5,189,120
17170,18355,2258,2396,40,40,1614,1460,10,10,230,212
14709,15852,2156,2379,39,40,884,547,11,10,126,74
14112,19632,1932,2751,37,43,1260,634,13,7,252,113
14182,18946,2052,2687,39,44,1152,711,11,6,160,106
14930,19961,1969,2727,38,44,1668,485,12,6,237,83
18756,22123,2556,3021,38,44,1016,974,12,6,138,135
18009,23024,2572,3276,43,45,821,255,7,5,100,38
15831,19054,2267,2719,40,43,1546,868,10,7,208,123
17840,24166,2368,3183,39,44,1604,695,11,6,214,96
22682,29004,2516,3369,44,46,1115,418,6,4,141,57
25530,37842,2543,3786,42,46,630,299,8,4,88,49
23462,30664,2467,3191,37,42,1787,1044,13,8,261,142
24293,37099,2613,4153,41,46,655,544,9,4,82,72
20686,25071,2525,3148,41,45,1071,698,9,5,168,81
16217,31029,1682,3404,39,45,1500,425,11,5,168,60
23684,32299,2638,3560,45,47,246,269,5,3,25,41
23556,40499,2261,3950,42,46,1046,270,8,4,111,39
21907,34155,2234,3356,43,45,1267,700,7,5,153,85
24314,31866,2787,3717,41,45,1262,720,9,5,149,101
21278,32652,3185,4614,43,47,393,164,7,3,47,24
26237,38145,3453,5350,45,49,318,154,5,1,44,22
24753,26841,3525,3851,45,46,400,166,5,4,58,21
20324,22614,2832,3149,43,44,658,484,7,6,102,81
24249,32660,3468,4535,44,47,459,248,6,3,64,38
29569,31490,4009,4377,45,48,230,208,5,2,38,28
26743,34066,3817,4798,46,47,410,230,4,3,54,32
25479,32250,3281,4343,45,49,295,50,5,1,50,5
27600,31840,4068,4710,46,48,86,30,4,2,16,4
24404,33951,3426,4812,43,46,749,112,7,4,101,18
40592,57858,4455,6322,46,47,495,398,4,3,46,42
32877,55428,3649,6377,45,49,564,210,5,1,59,21
33710,60379,3457,6014,41,45,516,215,9,5,73,38
46727,46727,5176,5176,45,45,403,403,5,5,72,72
38896,59910,3664,6071,46,47,537,411,4,3,62,46
31978,41809,3546,4794,44,48,397,27,6,2,59,6
30686,42562,3766,5329,46,47,169,116,4,3,24,16
32638,44387,3692,5321,45,48,261,48,5,2,30,6
40527,58971,4347,6353,47,47,432,175,3,3,43,16
24862,51024,2684,5300,39,47,1004,250,11,3,95,25
27151,29579,3603,3895,43,45,1021,715,7,5,133,79
28462,32440,3888,4495,44,46,845,587,6,4,111,86
27398,33553,3813,4719,44,46,737,416,6,4,86,74
25574,31660,3508,4336,40,45,833,387,10,5,128,65
24210,24922,3502,3659,44,43,907,888,6,7,132,120
22217,30824,3239,4436,44,47,744,427,6,3,101,64
22601,27499,3404,4156,41,46,849,606,9,4,129,90
20777,28973,2905,3849,39,46,1325,355,11,4,197,59
25301,30276,3238,4096,40,45,1263,648,10,5,148,95
24726,28883,3526,4054,43,47,740,304,7,3,94,49
29596,47320,3599,5293,42,46,1277,227,8,4,149,32
29172,40254,3053,4705,39,46,1582,470,11,4,216,45
26043,49625,2768,5879,42,47,933,668,8,3,99,78
30412,52040,3199,5729,42,46,1003,371,8,4,119,37
27808,39292,3141,4534,43,46,1139,279,7,4,109,46
34986,49426,3732,5542,44,45,597,877,6,5,83,123
44229,49713,4656,5344,45,44,878,548,5,6,106,52
25298,43670,2692,4640,39,44,1181,825,11,6,134,119
35381,57208,3571,5981,44,45,606,579,6,5,74,79
31538,58053,3324,6303,45,46,969,733,5,4,103,84
46655,51046,6429,7054,69,71,493,315,6,4,68,42
45549,52026,6356,7294,67,73,316,160,8,2,54,32
40780,42680,5583,5842,68,69,452,437,7,6,65,72
38878,45489,5821,6876,70,71,514,160,5,4,70,21
38842,47136,5382,6551,67,73,420,132,8,2,66,28
50982,60615,6580,7856,67,72,827,219,8,3,109,28
38262,41361,5520,5994,68,69,731,666,7,6,115,96
43233,46750,6204,6711,68,71,435,413,7,4,65,58
46589,56344,6199,7536,67,72,697,238,8,3,112,36
38973,44145,5752,6506,68,69,583,430,7,6,78,57
70718,79414,7612,8385,68,71,728,114,7,4,92,14
88148,91330,9420,9748,71,71,560,264,4,4,58,43
66469,76994,7297,8459,67,72,654,315,8,3,84,45
67551,71073,7420,7806,71,69,444,561,4,6,48,58
63575,75896,6902,8281,67,71,657,147,8,4,90,33
80080,87250,8168,9164,66,69,1004,383,9,6,116,75
75235,89157,7987,9590,70,71,528,376,5,4,72,35
80115,89800,8174,9071,67,71,846,413,8,4,109,54
77808,88498,8380,9385,69,70,656,338,6,5,64,30
69063,78643,7667,8657,68,68,621,398,7,7,77,61
37495,45228,5100,6168,65,69,1094,658,10,6,169,113
41272,46255,5992,6773,67,70,768,386,8,5,88,43
32679,38672,4635,5481,66,70,690,190,9,5,125,41
38898,39986,5693,5896,67,70,638,616,8,5,76,70
41494,47208,5757,6536,65,69,1533,787,10,6,206,112
43655,48520,5901,6633,65,66,715,774,10,9,119,108
46651,55968,6491,7660,67,71,1332,313,8,4,161,35
36862,41569,5332,6030,68,70,522,619,7,5,71,92
36140,38912,4995,5387,64,64,1209,1019,11,11,177,148
40961,46234,5740,6477,66,70,1496,1100,9,5,188,137
