TWT,greedy twt,TT,greedy TT,tardy jobs,greed tardy jobs,Total weighted earliness,Total weighted earliness greedy,number of early jobs,number of early jobs greedy,total earliness,total earliness greedy
80227,97199,13229,15812,93,95,980,240,7,5,98,24
72422,87433,12292,14693,94,96,460,380,6,4,46,38
84869,102049,13832,16345,93,97,570,440,7,3,57,44
68006,81349,11522,13605,94,93,790,450,6,7,79,45
82447,96288,13557,15553,94,95,560,420,6,5,56,42
74680,86945,12892,14692,94,97,1070,430,6,3,107,43
74344,89242,12619,14804,93,98,480,60,7,2,48,6
75117,83889,12638,13997,94,94,630,620,6,6,63,62
62730,81326,11154,14089,92,96,920,370,8,4,92,37
81044,93371,13699,15520,92,96,1170,470,8,4,117,47
104278,123842,13310,15613,93,96,572,638,7,4,46,53
126278,144256,15416,17386,93,97,646,216,7,3,61,24
96143,117871,12963,15642,92,98,864,396,8,2,84,30
111751,131410,13565,15725,89,96,1180,114,11,4,138,11
112634,134073,14135,16626,94,96,710,560,6,4,65,52
122839,154610,15042,18785,92,97,882,316,8,3,75,26
119597,146906,14389,17498,95,96,380,356,5,4,38,34
114792,146599,13987,17508,87,95,1082,430,13,5,104,45
100310,118486,13262,15389,97,98,482,144,3,2,51,20
113291,113291,15082,15082,90,90,1225,1225,10,10,113,113
65919,77526,11408,13186,89,92,2170,1330,11,8,217,133
73154,85797,12188,14090,92,96,840,560,8,4,84,56
73520,91532,12164,14973,91,95,1260,580,9,5,126,58
73218,85837,12049,13852,87,93,2320,1200,13,7,232,120
65801,78535,11205,13276,89,92,1638,1439,11,8,166,146
66029,79670,11324,13500,87,93,2952,1150,13,7,296,115
72735,72735,12177,12177,95,95,810,810,5,5,81,81
75736,99698,11727,15180,88,93,1780,1084,12,7,180,109
71209,87657,11894,14565,91,91,1480,1180,9,9,148,118
64371,79618,10784,13188,89,94,1993,764,11,6,204,78
97986,114078,13792,15700,90,97,1360,374,10,3,144,33
107736,131255,13639,16374,91,93,1814,1130,9,7,161,127
99187,116492,13210,15308,91,91,1514,1046,9,9,167,117
107708,125350,14321,16546,93,95,1550,1406,7,5,129,109
124334,149597,13004,15631,92,93,1389,992,8,7,160,112
117829,143799,14025,16921,93,94,1100,482,7,6,106,47
