TWT,greedy twt,TT,greedy TT,tardy jobs,greed tardy jobs,Total weighted earliness,Total weighted earliness greedy,number of early jobs,number of early jobs greedy,total earliness,total earliness greedy
57347,77532,6320,8003,64,65,1361,1246,11,10,173,164
63525,72425,9365,11155,70,71,445,322,5,4,66,41
63524,78671,9159,11235,70,72,360,220,5,3,56,38
64170,66298,9046,9356,71,70,283,379,4,5,49,58
51025,69353,7823,10350,68,71,430,332,7,4,54,48
62000,77179,9237,10663,68,74,443,130,7,1,64,26
50510,64682,7928,9694,68,70,283,216,7,5,43,45
71654,82961,10208,11634,70,71,310,402,5,4,49,45
54634,81115,8301,11527,70,73,277,155,5,2,50,31
52008,75680,7174,10540,66,71,489,569,9,4,74,61
63490,78694,9253,11123,69,70,480,248,6,5,68,38
100942,134118,9739,12799,68,71,804,31,7,4,92,5
92152,107865,10886,12369,72,71,546,386,3,4,67,53
88843,112614,9591,12382,70,72,685,322,5,3,63,36
95630,119659,10726,12546,71,70,508,274,4,5,59,45
114149,145605,11916,14518,71,72,796,144,4,3,78,18
98969,121646,10493,12689,71,72,400,266,4,3,48,35
87201,118300,10036,12853,70,71,256,364,5,4,40,58
117804,135547,11916,13697,70,72,411,214,5,3,61,34
92935,124472,10383,13099,70,72,789,344,5,3,76,37
88230,109981,9464,11887,68,70,522,573,7,5,60,78
61572,79015,8362,11012,68,66,1097,983,7,9,154,125
61822,75820,8927,10559,61,70,2091,442,14,5,252,69
53637,77556,8342,11289,70,70,1004,495,5,5,125,83
51293,67320,7805,10152,64,72,1153,348,11,3,166,55
66705,84065,9377,11456,67,69,538,594,8,6,84,92
51621,67143,7603,9483,65,72,1022,168,10,3,138,42
49453,70052,7214,10358,62,69,1491,640,13,6,208,98
66450,69690,9270,9560,65,68,1027,540,10,7,175,95
59280,76903,8941,11333,67,73,1118,180,8,2,136,42
59322,75861,8155,10392,62,70,1647,707,13,5,222,95
93641,115840,9615,11991,67,69,809,530,8,6,100,92
93344,114103,11144,12294,70,67,460,1286,5,8,47,138
88822,117562,9838,13387,62,70,1385,670,13,5,165,74
90265,125421,9816,13174,65,71,1233,336,10,4,160,65
81851,105817,9296,11415,64,70,1156,809,11,5,128,85
87377,104005,9824,11472,66,69,771,539,9,6,81,60
101045,134200,10604,13669,68,70,1391,446,7,5,153,52
94928,134131,9766,13542,68,71,555,153,7,4,68,18
77660,100181,8768,10627,64,67,1602,542,11,8,178,73
79593,98002,8982,11233,66,69,988,900,9,6,111,105
36839,52155,5403,7608,67,74,701,200,8,1,100,20
41535,59208,5623,7920,66,71,631,308,9,4,105,36
43768,62031,6128,8438,65,73,678,140,10,2,86,25
43448,52440,6012,7494,68,71,518,230,7,4,73,29
29119,51259,4520,7681,63,71,665,380,12,4,93,52
33464,44497,4845,6356,64,71,678,338,11,4,91,45
41542,57424,5811,7885,69,71,271,238,6,4,53,38
36153,44751,5519,6537,66,70,669,354,9,5,89,70
34857,47419,4903,6973,67,72,357,96,8,3,62,13
36505,52113,5453,7538,67,73,862,88,8,2,126,12
75271,90001,7497,8741,72,72,89,228,3,3,13,28
66067,81467,7341,8370,70,69,761,591,5,6,72,73
75786,97658,7485,9672,68,74,616,110,7,1,67,11
63397,84398,7215,9058,69,72,380,364,6,3,43,37
60930,82947,6718,8518,66,72,598,126,9,3,65,29
63725,87912,6717,8933,66,71,1004,353,9,4,106,37
51958,73637,6473,9035,64,70,1045,217,11,5,139,46
52741,72181,6001,7918,65,72,869,228,10,3,95,26
67447,85157,7091,8926,68,72,594,360,7,3,75,51
67780,91083,7101,8922,61,70,961,372,14,5,92,40
39478,54769,5453,7245,65,66,1328,1114,10,9,148,167
32451,47885,4937,6987,59,67,1571,793,16,8,229,126
40607,56114,5384,7335,62,72,1018,165,13,3,158,24
34877,52709,4977,7024,65,66,1123,643,10,9,137,101
37454,46117,5284,6257,66,69,1026,635,9,6,154,85
36766,48645,5152,6949,58,69,1641,552,17,6,240,87
36053,49658,5144,6943,65,66,1066,907,10,9,123,119
39794,55546,5292,7600,61,70,1461,510,14,5,190,84
35974,56394,5028,7711,63,69,1148,288,12,6,183,43
29034,39068,4313,5891,61,69,1264,260,14,6,184,53
56987,75584,6079,8554,66,69,1087,367,9,6,131,55
59009,74119,6289,8040,62,70,1804,496,13,5,240,71
46124,69735,5341,7478,63,67,1934,559,12,8,225,77
48599,68349,5459,7098,66,68,1427,495,9,7,142,113
48003,66931,5959,7817,65,70,1093,483,10,5,168,71
52102,73657,5783,8389,67,70,465,629,8,5,58,94
57411,77071,6328,8507,63,69,1356,414,12,6,151,45
55805,77092,5795,7600,64,66,1740,1054,11,9,186,121
54202,73218,5876,7682,63,72,1508,690,12,3,170,58
51754,70321,5899,7069,64,67,1962,354,11,8,237,64
49178,68987,7619,9912,69,70,267,176,6,5,44,31
60699,83265,8702,11895,67,70,496,300,8,5,88,38
59330,71573,8712,10277,68,69,576,652,7,6,69,74
65332,85520,8950,11950,68,73,658,366,7,2,98,46
61489,81458,9231,11808,70,69,259,357,5,6,41,65
61161,80560,8561,11016,69,70,440,276,6,5,57,42
54953,73783,7895,9994,70,69,589,277,5,6,61,39
63668,79588,9140,11005,70,72,594,261,5,3,73,34
54202,65249,8413,9319,69,71,550,291,6,4,71,54
52596,74617,8118,11053,70,74,318,162,5,1,41,27
103275,128808,11090,14513,69,73,455,110,6,2,63,12
101813,126441,10864,13054,65,72,1103,396,10,3,110,40
81319,105939,8754,10440,69,71,516,357,6,4,80,64
80995,102414,9608,12091,64,72,641,480,11,3,78,48
95365,118109,10532,12917,72,71,289,246,3,4,33,46
89491,120759,10349,13472,72,71,177,244,3,4,24,41
94891,127473,9877,12301,65,73,1212,78,10,2,122,18
96211,124968,10439,13833,70,73,568,150,5,2,78,13
99041,126038,11705,14258,71,74,504,338,4,1,73,26
106720,133590,11323,13773,72,72,166,155,3,3,23,20
54760,78142,7837,10708,64,69,1244,496,11,6,198,60
58693,77345,8507,11087,67,73,582,16,8,2,101,2
62563,82795,8935,11801,67,71,685,672,8,4,91,75
47341,64888,7000,9394,62,72,1035,558,13,3,181,57
57086,72419,8318,10369,65,70,467,330,10,5,86,48
54550,66979,8066,9730,69,71,738,414,6,4,115,50
46638,65287,7080,9961,64,69,635,495,11,6,94,71
54244,70445,7624,10448,66,71,830,508,9,4,111,70
47340,60939,6959,8547,61,66,1586,872,14,9,227,136
58794,64490,9133,9498,66,67,956,1161,9,8,113,154
74199,101878,8223,11710,63,70,1550,950,12,5,208,101
68479,91204,8528,10788,67,66,1003,935,8,9,123,147
81421,109533,10187,12985,71,73,465,264,4,2,65,42
98888,138030,10293,13540,65,71,1792,387,10,4,197,52
105651,138863,10693,13298,67,73,1018,154,8,2,109,34
95642,121869,9577,12398,63,68,1825,540,12,7,210,73
92736,121448,10194,13746,68,71,635,540,7,4,95,65
