TWT,greedy twt,TT,greedy TT,tardy jobs,greed tardy jobs,Total weighted earliness,Total weighted earliness greedy,number of early jobs,number of early jobs greedy,total earliness,total earliness greedy
20226,27420,3015,3945,45,47,227,100,5,3,39,13
20029,28544,2751,3915,41,49,309,18,9,1,45,3
22228,32392,3298,4651,44,49,157,10,6,1,25,1
22695,32536,3038,4522,44,49,133,32,6,1,22,8
39821,48641,4296,4860,46,48,92,36,4,2,11,4
35394,46648,3979,4823,40,50,583,0,10,0,56,0
33383,40600,3500,4220,40,47,842,90,10,3,91,12
29804,40402,3265,4310,39,49,802,60,11,1,101,15
41822,46949,4185,4669,43,45,293,186,7,5,55,29
25950,32195,3255,3640,43,50,295,0,7,0,30,0
29511,37227,3588,4263,41,48,411,36,9,2,48,6
30448,40801,3602,4770,43,48,412,4,7,2,56,1
38015,41251,3934,4266,45,47,72,75,5,3,14,15
32036,35902,3448,3762,47,49,101,40,3,1,13,4
17480,22444,2399,3075,43,43,238,224,7,7,41,36
19305,24875,2530,3413,39,48,255,14,11,2,54,2
22803,27221,3286,3766,45,50,262,0,5,0,39,0
20788,29617,3054,4089,36,49,957,7,14,1,143,1
14683,20167,2114,2801,43,46,158,18,7,4,26,4
16559,26478,2312,3512,43,47,374,72,7,3,61,18
14648,22641,1958,3088,41,49,194,0,9,1,39,0
16416,20891,2328,2866,38,45,286,80,12,5,44,14
16969,23095,2325,3033,40,44,564,151,10,6,75,24
19620,28799,2808,3960,43,50,479,0,7,0,79,0
28429,33806,3283,3758,47,48,69,34,3,2,13,6
22617,28898,2602,3271,40,48,748,39,10,2,88,5
25030,32549,2831,3497,43,48,403,85,7,2,69,9
31580,37988,3515,3795,45,50,194,0,5,0,23,0
29255,42639,2963,4526,34,50,1256,0,16,0,153,0
34272,42798,3806,4701,46,48,224,45,4,2,29,5
30854,35573,3289,3626,41,43,510,249,9,7,62,40
25837,30125,2855,3195,47,49,108,36,3,1,17,6
36451,45173,3835,4630,48,48,44,16,2,2,5,4
36921,45778,4088,4664,43,49,716,20,7,1,84,5
38398,46747,5094,6302,73,72,60,60,2,3,7,7
35331,42384,4627,5592,68,72,104,28,7,3,17,6
29194,36912,4176,5245,68,68,66,66,7,7,11,11
34536,40463,5206,6124,72,74,20,0,3,1,5,0
33050,42277,4556,5960,70,70,78,78,5,5,11,11
37923,41380,4918,5308,71,71,33,33,4,4,6,6
35159,38780,4913,5455,71,71,105,105,4,4,18,18
34371,36844,4778,5088,72,72,26,26,3,3,5,5
43106,47193,5892,6349,73,73,105,105,2,2,11,11
34990,39504,4814,5460,75,75,0,0,0,0,0,0
66403,77279,6782,8069,73,73,56,36,2,2,14,9
68187,75572,6854,7529,73,73,54,40,2,2,12,9
54570,67029,6281,7717,74,75,0,0,1,0,0,0
53100,64567,5792,7141,73,73,34,34,2,2,5,5
55099,64528,5873,6755,68,73,163,90,7,2,29,18
61534,67224,6339,6910,70,71,104,38,5,4,17,8
61720,71283,6465,7439,71,73,82,20,4,2,10,2
63470,75722,6937,8199,72,74,97,12,3,1,13,2
52050,58193,5064,5673,71,71,56,55,4,4,8,7
55364,67332,6032,7346,70,69,73,78,5,6,9,13
33637,40106,4575,5382,73,73,22,22,2,2,4,4
37735,44154,5458,6411,73,73,21,21,2,2,4,4
34993,41822,5103,6046,74,72,20,100,1,3,5,25
38211,43178,5522,6279,73,73,35,35,2,2,7,7
33081,40500,4338,5530,74,74,24,24,1,1,6,6
33169,37799,4525,5211,69,71,136,93,6,4,27,21
41780,52257,5357,6754,74,74,0,0,1,1,0,0
30730,42637,4473,6196,70,74,34,28,5,1,4,7
29360,37285,4171,5342,71,75,53,0,4,0,9,0
33722,37866,4666,5234,72,72,38,38,3,3,6,6
60063,70629,6570,7904,71,71,104,82,4,4,23,18
61392,71989,6252,7333,70,72,102,46,5,3,14,6
43368,49687,4774,5446,71,71,29,29,4,4,5,5
67639,82470,7169,8817,74,75,4,0,1,0,1,0
55908,66174,6192,7338,71,74,73,0,4,1,9,0
64250,70989,6396,7161,69,70,386,236,6,5,50,31
57781,68110,6251,7422,73,73,41,41,2,2,9,9
57796,63251,6116,6807,74,73,52,64,1,2,4,7
57821,67357,6122,7114,72,75,66,0,3,0,11,0
52407,60635,5670,6489,74,74,7,7,1,1,1,1
60582,68976,8350,9664,73,73,0,0,2,2,0,0
59960,65898,8425,9197,75,75,0,0,0,0,0,0
50950,57358,7507,8515,74,74,16,16,1,1,4,4
39243,44609,5274,6152,69,69,16,16,6,6,3,3
49279,61656,6680,8355,70,70,105,69,5,5,19,13
47312,53366,7356,8233,72,75,36,0,3,0,8,0
65575,75516,9130,10460,74,75,0,0,1,0,0,0
49096,58441,7449,8930,74,74,0,0,1,1,0,0
58103,72203,7841,9787,70,73,58,8,5,2,14,2
58459,66918,8533,9838,75,75,0,0,0,0,0,0
92920,103875,9483,10317,71,71,188,178,4,4,30,23
80800,97663,9298,11324,71,71,48,48,4,4,8,8
87392,102206,9134,10635,72,74,28,7,3,1,4,1
87439,102209,9391,10757,73,72,28,28,2,3,7,7
107709,127943,10770,12534,71,72,177,145,4,3,20,15
94902,111164,9305,10545,74,74,24,24,1,1,4,4
79417,97037,8952,10466,70,74,89,8,5,1,16,2
108186,128053,11162,12385,73,74,12,12,2,1,3,3
84072,94243,8811,9907,69,71,52,51,6,4,10,8
91391,106855,9598,11209,72,72,38,44,3,3,8,11
60033,66017,8108,8903,72,73,181,30,3,2,34,4
54933,62867,7768,8867,73,74,61,60,2,1,7,15
54455,67020,7789,9835,70,72,75,59,5,3,13,9
47242,60476,6853,8666,73,74,7,0,2,1,1,0
57828,65366,8092,9174,72,73,66,22,3,2,11,4
46530,57097,6569,8165,70,70,133,133,5,5,19,19
45516,50941,6329,7043,73,73,12,12,2,2,3,3
62717,70497,8709,9807,73,74,38,6,2,1,9,1
49179,59753,6896,8322,71,73,100,8,4,2,19,2
56226,66571,7802,9052,74,74,52,60,1,1,13,15
97806,111477,9635,11079,72,72,24,24,3,3,4,4
98543,115707,10797,12534,73,75,86,0,2,0,9,0
91431,102773,10062,11375,72,71,86,89,3,4,11,11
92383,102405,9672,10824,72,73,29,29,3,2,3,3
84959,101529,8843,10410,73,74,0,72,2,1,0,18
76640,90469,7966,9539,68,73,112,25,7,2,15,3
99318,117284,10341,12194,68,73,193,11,7,2,28,1
92908,111306,9618,11677,71,74,193,20,4,1,29,5
84205,95925,8871,10174,73,73,80,10,2,2,10,2
81758,87436,9113,9752,71,71,121,129,4,4,27,29
33042,41719,4699,5986,71,73,31,31,4,2,5,5
34794,44377,4942,6106,68,73,260,33,7,2,35,8
35480,46851,4861,6451,69,71,141,67,6,4,23,8
39671,46543,5575,6446,72,72,0,0,3,3,0,0
28929,37926,4199,5418,74,74,12,12,1,1,3,3
31192,37339,4475,5298,70,70,16,16,5,5,4,4
35679,46678,4748,6289,70,74,84,16,5,1,13,4
32152,39271,4861,5999,73,73,58,58,2,2,7,7
32367,38480,4589,5424,74,74,0,0,1,1,0,0
32474,38666,4503,5481,68,73,164,18,7,2,23,3
67173,81146,6865,8079,71,74,51,15,4,1,8,3
53598,62591,5693,6588,71,70,35,74,4,5,5,9
66903,81882,6308,7752,74,74,26,26,1,1,2,2
60526,78925,6664,8604,74,74,30,4,1,1,3,1
64014,75288,6447,7890,72,75,106,0,3,0,11,0
62742,85253,6347,8785,74,75,18,0,1,0,2,0
44407,54635,5764,6971,72,70,60,88,3,5,9,13
51495,59597,5705,6475,71,72,169,24,4,3,27,5
63961,75416,6900,8064,72,74,60,15,3,1,12,3
69093,88232,6912,8988,71,74,120,24,4,1,23,6
31654,38693,4121,5112,66,71,287,147,9,4,35,17
25602,30512,3736,4543,72,72,92,40,3,3,11,7
36198,39617,5002,5500,71,71,41,45,4,4,9,10
35102,44807,4780,6106,71,72,120,56,4,3,17,9
28701,39231,3781,5299,64,74,336,8,11,1,57,2
34184,42354,4918,6108,73,73,40,40,2,2,8,8
30130,38561,4355,5547,72,73,30,30,3,2,5,5
38149,43897,5208,6064,73,72,4,4,2,3,1,1
33412,38632,4582,5414,73,73,0,0,2,2,0,0
22114,25224,3246,3744,66,68,73,68,9,7,15,14
51460,62332,5626,6763,74,73,60,104,1,2,12,26
52178,63889,5834,7004,69,74,261,64,6,1,45,16
44454,51514,4991,5746,70,73,96,68,5,2,14,7
42679,55781,4862,6403,67,74,200,6,8,1,27,1
42827,49703,5199,5927,72,72,75,71,3,3,18,17
43061,52519,4609,5648,69,71,110,36,6,4,22,9
59115,75946,6385,8008,71,74,180,56,4,1,26,14
60587,71240,5942,7034,70,74,90,0,5,1,15,0
53004,65447,5495,6997,66,73,479,30,9,2,60,4
46672,57501,4892,6049,68,70,380,351,7,5,49,43
50217,60962,7318,8913,75,75,0,0,0,0,0,0
49406,62739,6717,8230,72,73,26,26,3,2,5,5
56061,62178,8077,8962,74,74,4,4,1,1,1,1
57394,64544,8002,8894,73,73,33,33,2,2,8,8
50624,59269,7479,8761,66,72,206,41,9,3,36,8
57325,63156,8134,8964,69,73,148,9,6,2,26,1
51890,62689,6934,8358,70,69,134,183,5,6,21,31
56818,63022,7669,8569,71,73,106,30,4,2,15,6
